Gene,p_value,odds_ratio,n_strong_present,n_weak_present,p_adj,Direction
rsfS,1,0,11,7,1,Enriched in Strong
srpB,1,0,11,7,1,Enriched in Strong
group_1693,1,0,11,7,1,Enriched in Strong
nuoE,1,0,11,7,1,Enriched in Strong
group_1690,1,0,11,7,1,Enriched in Strong
group_1689,1,0,11,7,1,Enriched in Strong
tadA,1,0,11,7,1,Enriched in Strong
greA_1,1,0,11,7,1,Enriched in Strong
group_1687,1,0,11,7,1,Enriched in Strong
tpx,1,0,11,7,1,Enriched in Strong
group_1686,1,0,11,7,1,Enriched in Strong
fecI_5,1,0,11,7,1,Enriched in Strong
pncC,1,0,11,7,1,Enriched in Strong
nusB,1,0,11,7,1,Enriched in Strong
rpsE,1,0,11,7,1,Enriched in Strong
rplJ,1,0,11,7,1,Enriched in Strong
pal_2,1,0,11,7,1,Enriched in Strong
group_1685,1,0,11,7,1,Enriched in Strong
group_1684,1,0,11,7,1,Enriched in Strong
ygjP,1,0,11,7,1,Enriched in Strong
lspA_2,1,0,11,7,1,Enriched in Strong
group_1680,1,0,11,7,1,Enriched in Strong
group_1679,1,0,11,7,1,Enriched in Strong
group_1678,1,0,11,7,1,Enriched in Strong
nuoJ,1,0,11,7,1,Enriched in Strong
group_1677,1,0,11,7,1,Enriched in Strong
group_1676,1,0,11,7,1,Enriched in Strong
group_1675,1,0,11,7,1,Enriched in Strong
allA,1,0,11,7,1,Enriched in Strong
group_1674,1,0,11,7,1,Enriched in Strong
group_1670,1,0,11,7,1,Enriched in Strong
group_1669,1,0,11,7,1,Enriched in Strong
ecfG,1,0,11,7,1,Enriched in Strong
group_1667,1,0,11,7,1,Enriched in Strong
group_1666,1,0,11,7,1,Enriched in Strong
dsbB_2,1,0,11,7,1,Enriched in Strong
msrA_1,1,0,11,7,1,Enriched in Strong
pyrR,1,0,11,7,1,Enriched in Strong
group_1665,1,0,11,7,1,Enriched in Strong
group_1660,1,0,11,7,1,Enriched in Strong
ribH2,1,0,11,7,1,Enriched in Strong
fecI_3,1,0,11,7,1,Enriched in Strong
group_1659,1,0,11,7,1,Enriched in Strong
group_1658,1,0,11,7,1,Enriched in Strong
fae,1,0,11,7,1,Enriched in Strong
lspA_1,1,0,11,7,1,Enriched in Strong
aaaT,1,0,11,7,1,Enriched in Strong
group_1653,1,0,11,7,1,Enriched in Strong
group_1652,1,0,11,7,1,Enriched in Strong
group_1651,1,0,11,7,1,Enriched in Strong
fabA,1,0,11,7,1,Enriched in Strong
group_1642,1,0,11,7,1,Enriched in Strong
uao,1,0,11,7,1,Enriched in Strong
group_1641,1,0,11,7,1,Enriched in Strong
group_1640,1,0,11,7,1,Enriched in Strong
fecI_6,1,0,11,7,1,Enriched in Strong
pagL,1,0,11,7,1,Enriched in Strong
group_1634,1,0,11,7,1,Enriched in Strong
folK_1,1,0,11,7,1,Enriched in Strong
group_1633,1,0,11,7,1,Enriched in Strong
group_1630,1,0,11,7,1,Enriched in Strong
group_1629,1,0,11,7,1,Enriched in Strong
group_1628,1,0,11,7,1,Enriched in Strong
group_1627,1,0,11,7,1,Enriched in Strong
group_1626,1,0,11,7,1,Enriched in Strong
gloA,1,0,11,7,1,Enriched in Strong
group_1625,1,0,11,7,1,Enriched in Strong
yqjI,1,0,11,7,1,Enriched in Strong
mrpA,1,0,11,7,1,Enriched in Strong
papH,1,0,11,7,1,Enriched in Strong
group_1624,1,0,11,7,1,Enriched in Strong
hscB,1,0,11,7,1,Enriched in Strong
group_1623,1,0,11,7,1,Enriched in Strong
cobP,1,0,11,7,1,Enriched in Strong
dsbB_1,1,0,11,7,1,Enriched in Strong
group_1617,1,0,11,7,1,Enriched in Strong
kdsC,1,0,11,7,1,Enriched in Strong
paoA,1,0,11,7,1,Enriched in Strong
yrdA_1,1,0,11,7,1,Enriched in Strong
ruvC,1,0,11,7,1,Enriched in Strong
group_1616,1,0,11,7,1,Enriched in Strong
group_1615,1,0,11,7,1,Enriched in Strong
sttH_2,1,0,11,7,1,Enriched in Strong
group_1609,1,0,11,7,1,Enriched in Strong
bamE,1,0,11,7,1,Enriched in Strong
ssb,1,0,11,7,1,Enriched in Strong
group_1608,1,0,11,7,1,Enriched in Strong
group_1607,1,0,11,7,1,Enriched in Strong
yceD,1,0,11,7,1,Enriched in Strong
group_1603,1,0,11,7,1,Enriched in Strong
mtnD,1,0,11,7,1,Enriched in Strong
group_1602,1,0,11,7,1,Enriched in Strong
tpd,1,0,11,7,1,Enriched in Strong
group_1596,1,0,11,7,1,Enriched in Strong
group_1595,1,0,11,7,1,Enriched in Strong
rplF,1,0,11,7,1,Enriched in Strong
group_1594,1,0,11,7,1,Enriched in Strong
atpH_1,1,0,11,7,1,Enriched in Strong
rimM,1,0,11,7,1,Enriched in Strong
dsbE,1,0,11,7,1,Enriched in Strong
group_1591,1,0,11,7,1,Enriched in Strong
group_1590,1,0,11,7,1,Enriched in Strong
group_1587,1,0,11,7,1,Enriched in Strong
group_1586,1,0,11,7,1,Enriched in Strong
group_1585,1,0,11,7,1,Enriched in Strong
yceJ_2,1,0,11,7,1,Enriched in Strong
C1hpah,1,0,11,7,1,Enriched in Strong
group_1584,1,0,11,7,1,Enriched in Strong
rplE,1,0,11,7,1,Enriched in Strong
def_1,1,0,11,7,1,Enriched in Strong
moaB,1,0,11,7,1,Enriched in Strong
group_1583,1,0,11,7,1,Enriched in Strong
chrR_1,1,0,11,7,1,Enriched in Strong
group_1582,1,0,11,7,1,Enriched in Strong
group_1579,1,0,11,7,1,Enriched in Strong
group_1578,1,0,11,7,1,Enriched in Strong
group_1577,1,0,11,7,1,Enriched in Strong
group_1576,1,0,11,7,1,Enriched in Strong
group_1575,1,0,11,7,1,Enriched in Strong
group_1574,1,0,11,7,1,Enriched in Strong
group_1573,1,0,11,7,1,Enriched in Strong
group_1572,1,0,11,7,1,Enriched in Strong
group_1571,1,0,11,7,1,Enriched in Strong
yaeQ,1,0,11,7,1,Enriched in Strong
group_1565,1,0,11,7,1,Enriched in Strong
group_1564,1,0,11,7,1,Enriched in Strong
group_1563,1,0,11,7,1,Enriched in Strong
group_1562,1,0,11,7,1,Enriched in Strong
yodB_1,1,0,11,7,1,Enriched in Strong
group_1561,1,0,11,7,1,Enriched in Strong
folE_1,1,0,11,7,1,Enriched in Strong
group_1560,1,0,11,7,1,Enriched in Strong
group_1559,1,0,11,7,1,Enriched in Strong
group_1558,1,0,11,7,1,Enriched in Strong
group_1557,1,0,11,7,1,Enriched in Strong
nuoI,1,0,11,7,1,Enriched in Strong
group_1553,1,0,11,7,1,Enriched in Strong
smfA,1,0,11,7,1,Enriched in Strong
group_1552,1,0,11,7,1,Enriched in Strong
nudC_1,1,0,11,7,1,Enriched in Strong
btuE_1,1,0,11,7,1,Enriched in Strong
apt,1,0,11,7,1,Enriched in Strong
puuR,1,0,11,7,1,Enriched in Strong
group_1550,1,0,11,7,1,Enriched in Strong
group_1549,1,0,11,7,1,Enriched in Strong
yyaP,1,0,11,7,1,Enriched in Strong
group_1547,1,0,11,7,1,Enriched in Strong
yceJ_1,1,0,11,7,1,Enriched in Strong
group_1543,1,0,11,7,1,Enriched in Strong
group_1542,1,0,11,7,1,Enriched in Strong
group_1541,1,0,11,7,1,Enriched in Strong
group_1540,1,0,11,7,1,Enriched in Strong
chrR_2,1,0,11,7,1,Enriched in Strong
group_1537,1,0,11,7,1,Enriched in Strong
clpP_2,1,0,11,7,1,Enriched in Strong
group_1536,1,0,11,7,1,Enriched in Strong
hpt,1,0,11,7,1,Enriched in Strong
group_1535,1,0,11,7,1,Enriched in Strong
group_1534,1,0,11,7,1,Enriched in Strong
smrA,1,0,11,7,1,Enriched in Strong
group_1533,1,0,11,7,1,Enriched in Strong
group_1530,1,0,11,7,1,Enriched in Strong
group_1529,1,0,11,7,1,Enriched in Strong
ccmM,1,0,11,7,1,Enriched in Strong
yfkM,1,0,11,7,1,Enriched in Strong
pgsA,1,0,11,7,1,Enriched in Strong
regA,1,0,11,7,1,Enriched in Strong
folE_3,1,0,11,7,1,Enriched in Strong
smf1_2,1,0,11,7,1,Enriched in Strong
group_1528,1,0,11,7,1,Enriched in Strong
group_1527,1,0,11,7,1,Enriched in Strong
group_1526,1,0,11,7,1,Enriched in Strong
grpE,1,0,11,7,1,Enriched in Strong
ppa,1,0,11,7,1,Enriched in Strong
group_1525,1,0,11,7,1,Enriched in Strong
folE_2,1,0,11,7,1,Enriched in Strong
pglC,1,0,11,7,1,Enriched in Strong
gcvR,1,0,11,7,1,Enriched in Strong
sfnF,1,0,11,7,1,Enriched in Strong
group_1520,1,0,11,7,1,Enriched in Strong
sutR_1,1,0,11,7,1,Enriched in Strong
ampD,1,0,11,7,1,Enriched in Strong
group_1519,1,0,11,7,1,Enriched in Strong
pnuC,1,0,11,7,1,Enriched in Strong
ahpC_2,1,0,11,7,1,Enriched in Strong
mntP,1,0,11,7,1,Enriched in Strong
group_1518,1,0,11,7,1,Enriched in Strong
sttH_1,1,0,11,7,1,Enriched in Strong
ppiA,1,0,11,7,1,Enriched in Strong
ubiC,1,0,11,7,1,Enriched in Strong
yceI_2,1,0,11,7,1,Enriched in Strong
sctC_3,1,0,11,7,1,Enriched in Strong
group_1514,1,0,11,7,1,Enriched in Strong
group_1512,1,0,11,7,1,Enriched in Strong
group_1511,1,0,11,7,1,Enriched in Strong
plsY,1,0,11,7,1,Enriched in Strong
group_1510,1,0,11,7,1,Enriched in Strong
group_1509,1,0,11,7,1,Enriched in Strong
lptC,1,0,11,7,1,Enriched in Strong
group_1506,1,0,11,7,1,Enriched in Strong
group_1505,1,0,11,7,1,Enriched in Strong
efp,1,0,11,7,1,Enriched in Strong
hisZ_1,1,0,11,7,1,Enriched in Strong
group_1504,1,0,11,7,1,Enriched in Strong
xpt,1,0,11,7,1,Enriched in Strong
group_1498,1,0,11,7,1,Enriched in Strong
lptA,1,0,11,7,1,Enriched in Strong
cobC,1,0,11,7,1,Enriched in Strong
pdtaR,1,0,11,7,1,Enriched in Strong
yceF,1,0,11,7,1,Enriched in Strong
group_1494,1,0,11,7,1,Enriched in Strong
group_1493,1,0,11,7,1,Enriched in Strong
cobO_2,1,0,11,7,1,Enriched in Strong
phnN,1,0,11,7,1,Enriched in Strong
group_1492,1,0,11,7,1,Enriched in Strong
group_1491,1,0,11,7,1,Enriched in Strong
osmY_3,1,0,11,7,1,Enriched in Strong
lemA_2,1,0,11,7,1,Enriched in Strong
group_1486,1,0,11,7,1,Enriched in Strong
group_1485,1,0,11,7,1,Enriched in Strong
algU,1,0,11,7,1,Enriched in Strong
group_1484,1,0,11,7,1,Enriched in Strong
sigW_2,1,0,11,7,1,Enriched in Strong
nfuA,1,0,11,7,1,Enriched in Strong
pth,1,0,11,7,1,Enriched in Strong
yscL,1,0,11,7,1,Enriched in Strong
group_1481,1,0,11,7,1,Enriched in Strong
gacA,1,0,11,7,1,Enriched in Strong
group_1480,1,0,11,7,1,Enriched in Strong
group_1479,1,0,11,7,1,Enriched in Strong
group_1478,1,0,11,7,1,Enriched in Strong
group_1477,1,0,11,7,1,Enriched in Strong
betI_1,1,0,11,7,1,Enriched in Strong
group_1473,1,0,11,7,1,Enriched in Strong
nudK,1,0,11,7,1,Enriched in Strong
eamB_3,1,0,11,7,1,Enriched in Strong
mupP_2,1,0,11,7,1,Enriched in Strong
mucA,1,0,11,7,1,Enriched in Strong
group_1472,1,0,11,7,1,Enriched in Strong
group_1471,1,0,11,7,1,Enriched in Strong
group_1470,1,0,11,7,1,Enriched in Strong
yebS,1,0,11,7,1,Enriched in Strong
nsaD,1,0,11,7,1,Enriched in Strong
group_1460,1,0,11,7,1,Enriched in Strong
mdaB,1,0,11,7,1,Enriched in Strong
group_1459,1,0,11,7,1,Enriched in Strong
group_1458,1,0,11,7,1,Enriched in Strong
gmhA,1,0,11,7,1,Enriched in Strong
tetC,1,0,11,7,1,Enriched in Strong
group_1455,1,0,11,7,1,Enriched in Strong
rutE,1,0,11,7,1,Enriched in Strong
trpG,1,0,11,7,1,Enriched in Strong
betI_2,1,0,11,7,1,Enriched in Strong
ssuE,1,0,11,7,1,Enriched in Strong
yhdE,1,0,11,7,1,Enriched in Strong
petA,1,0,11,7,1,Enriched in Strong
yciB,1,0,11,7,1,Enriched in Strong
sodB_1,1,0,11,7,1,Enriched in Strong
yceI_1,1,0,11,7,1,Enriched in Strong
rdgB,1,0,11,7,1,Enriched in Strong
kefF_2,1,0,11,7,1,Enriched in Strong
sigK_2,1,0,11,7,1,Enriched in Strong
group_1447,1,0,11,7,1,Enriched in Strong
rplY,1,0,11,7,1,Enriched in Strong
cheB_4,1,0,11,7,1,Enriched in Strong
group_1446,1,0,11,7,1,Enriched in Strong
osmY_1,1,0,11,7,1,Enriched in Strong
argO_1,1,0,11,7,1,Enriched in Strong
gstB_3,1,0,11,7,1,Enriched in Strong
COQ5_1,1,0,11,7,1,Enriched in Strong
group_1444,1,0,11,7,1,Enriched in Strong
group_1443,1,0,11,7,1,Enriched in Strong
yohC,1,0,11,7,1,Enriched in Strong
purN_3,1,0,11,7,1,Enriched in Strong
yibF_2,1,0,11,7,1,Enriched in Strong
group_1442,1,0,11,7,1,Enriched in Strong
ahpC_1,1,0,11,7,1,Enriched in Strong
rplD,1,0,11,7,1,Enriched in Strong
nudL,1,0,11,7,1,Enriched in Strong
group_1441,1,0,11,7,1,Enriched in Strong
yfcG_1,1,0,11,7,1,Enriched in Strong
azoR_1,1,0,11,7,1,Enriched in Strong
recR,1,0,11,7,1,Enriched in Strong
group_1440,1,0,11,7,1,Enriched in Strong
lptE,1,0,11,7,1,Enriched in Strong
group_1438,1,0,11,7,1,Enriched in Strong
rutR_1,1,0,11,7,1,Enriched in Strong
tesA,1,0,11,7,1,Enriched in Strong
group_1437,1,0,11,7,1,Enriched in Strong
group_1431,1,0,11,7,1,Enriched in Strong
eamB_1,1,0,11,7,1,Enriched in Strong
pigA,1,0,11,7,1,Enriched in Strong
phnX_1,1,0,11,7,1,Enriched in Strong
lexA_1,1,0,11,7,1,Enriched in Strong
group_1430,1,0,11,7,1,Enriched in Strong
group_1429,1,0,11,7,1,Enriched in Strong
group_1426,1,0,11,7,1,Enriched in Strong
sodB_2,1,0,11,7,1,Enriched in Strong
azoR1,1,0,11,7,1,Enriched in Strong
group_1425,1,0,11,7,1,Enriched in Strong
rutB_1,1,0,11,7,1,Enriched in Strong
dinG_1,1,0,11,7,1,Enriched in Strong
group_1424,1,0,11,7,1,Enriched in Strong
group_1423,1,0,11,7,1,Enriched in Strong
ruvA,1,0,11,7,1,Enriched in Strong
lemA_1,1,0,11,7,1,Enriched in Strong
cobO_1,1,0,11,7,1,Enriched in Strong
leuD1_1,1,0,11,7,1,Enriched in Strong
group_1418,1,0,11,7,1,Enriched in Strong
group_1417,1,0,11,7,1,Enriched in Strong
rhtB_6,1,0,11,7,1,Enriched in Strong
nemR_1,1,0,11,7,1,Enriched in Strong
group_1416,1,0,11,7,1,Enriched in Strong
group_1415,1,0,11,7,1,Enriched in Strong
group_1414,1,0,11,7,1,Enriched in Strong
rpoE_1,1,0,11,7,1,Enriched in Strong
group_1412,1,0,11,7,1,Enriched in Strong
group_1411,1,0,11,7,1,Enriched in Strong
gstB_4,1,0,11,7,1,Enriched in Strong
ynbA,1,0,11,7,1,Enriched in Strong
glmU_1,1,0,11,7,1,Enriched in Strong
lolB,1,0,11,7,1,Enriched in Strong
lexA_3,1,0,11,7,1,Enriched in Strong
sspA,1,0,11,7,1,Enriched in Strong
ribA,1,0,11,7,1,Enriched in Strong
fklB_1,1,0,11,7,1,Enriched in Strong
group_1410,1,0,11,7,1,Enriched in Strong
group_1409,1,0,11,7,1,Enriched in Strong
group_1408,1,0,11,7,1,Enriched in Strong
rsmD,1,0,11,7,1,Enriched in Strong
group_1404,1,0,11,7,1,Enriched in Strong
group_1403,1,0,11,7,1,Enriched in Strong
group_1402,1,0,11,7,1,Enriched in Strong
yedK_2,1,0,11,7,1,Enriched in Strong
rhtB_5,1,0,11,7,1,Enriched in Strong
leuE,1,0,11,7,1,Enriched in Strong
rutR_3,1,0,11,7,1,Enriched in Strong
group_1401,1,0,11,7,1,Enriched in Strong
rpsD,1,0,11,7,1,Enriched in Strong
group_1400,1,0,11,7,1,Enriched in Strong
gmk,1,0,11,7,1,Enriched in Strong
pqiA_1,1,0,11,7,1,Enriched in Strong
hflD,1,0,11,7,1,Enriched in Strong
lolA,1,0,11,7,1,Enriched in Strong
group_1397,1,0,11,7,1,Enriched in Strong
eamB_2,1,0,11,7,1,Enriched in Strong
coaE,1,0,11,7,1,Enriched in Strong
gltF_2,1,0,11,7,1,Enriched in Strong
gltF_1,1,0,11,7,1,Enriched in Strong
group_1396,1,0,11,7,1,Enriched in Strong
kstR2,1,0,11,7,1,Enriched in Strong
group_1394,1,0,11,7,1,Enriched in Strong
sutR_2,1,0,11,7,1,Enriched in Strong
bvgA_4,1,0,11,7,1,Enriched in Strong
dauR_1,1,0,11,7,1,Enriched in Strong
rutR_4,1,0,11,7,1,Enriched in Strong
rnc,1,0,11,7,1,Enriched in Strong
group_1393,1,0,11,7,1,Enriched in Strong
cyoC,1,0,11,7,1,Enriched in Strong
rhtB_3,1,0,11,7,1,Enriched in Strong
gstB_1,1,0,11,7,1,Enriched in Strong
sigK_1,1,0,11,7,1,Enriched in Strong
rhtB_8,1,0,11,7,1,Enriched in Strong
group_1389,1,0,11,7,1,Enriched in Strong
group_1388,1,0,11,7,1,Enriched in Strong
group_1387,1,0,11,7,1,Enriched in Strong
group_1386,1,0,11,7,1,Enriched in Strong
gltF_5,1,0,11,7,1,Enriched in Strong
group_1385,1,0,11,7,1,Enriched in Strong
thiE_2,1,0,11,7,1,Enriched in Strong
ubiX,1,0,11,7,1,Enriched in Strong
group_1383,1,0,11,7,1,Enriched in Strong
group_1382,1,0,11,7,1,Enriched in Strong
uvrY,1,0,11,7,1,Enriched in Strong
yibF_1,1,0,11,7,1,Enriched in Strong
group_1381,1,0,11,7,1,Enriched in Strong
group_1380,1,0,11,7,1,Enriched in Strong
dapH_1,1,0,11,7,1,Enriched in Strong
trpF,1,0,11,7,1,Enriched in Strong
yfcF,1,0,11,7,1,Enriched in Strong
rhtB_7,1,0,11,7,1,Enriched in Strong
group_1376,1,0,11,7,1,Enriched in Strong
rhtC_1,1,0,11,7,1,Enriched in Strong
group_1375,1,0,11,7,1,Enriched in Strong
bvgA_2,1,0,11,7,1,Enriched in Strong
ycaC,1,0,11,7,1,Enriched in Strong
gstB_2,1,0,11,7,1,Enriched in Strong
ttgR,1,0,11,7,1,Enriched in Strong
soxG,1,0,11,7,1,Enriched in Strong
group_1374,1,0,11,7,1,Enriched in Strong
rhtB_1,1,0,11,7,1,Enriched in Strong
tolQ_3,1,0,11,7,1,Enriched in Strong
hisG,1,0,11,7,1,Enriched in Strong
group_1369,1,0,11,7,1,Enriched in Strong
betI_3,1,0,11,7,1,Enriched in Strong
lexA_2,1,0,11,7,1,Enriched in Strong
clpP_1,1,0,11,7,1,Enriched in Strong
rcsB_2,1,0,11,7,1,Enriched in Strong
rluE,1,0,11,7,1,Enriched in Strong
rplC,1,0,11,7,1,Enriched in Strong
rhtB_4,1,0,11,7,1,Enriched in Strong
ccmA,1,0,11,7,1,Enriched in Strong
group_1368,1,0,11,7,1,Enriched in Strong
rluA,1,0,11,7,1,Enriched in Strong
gbpA,1,0,11,7,1,Enriched in Strong
group_1367,1,0,11,7,1,Enriched in Strong
group_1364,1,0,11,7,1,Enriched in Strong
dauR_2,1,0,11,7,1,Enriched in Strong
betI_4,1,0,11,7,1,Enriched in Strong
upp,1,0,11,7,1,Enriched in Strong
nth,1,0,11,7,1,Enriched in Strong
group_1363,1,0,11,7,1,Enriched in Strong
rhtB_2,1,0,11,7,1,Enriched in Strong
group_1362,1,0,11,7,1,Enriched in Strong
paiB,1,0,11,7,1,Enriched in Strong
group_1358,1,0,11,7,1,Enriched in Strong
pcp,1,0,11,7,1,Enriched in Strong
group_1357,1,0,11,7,1,Enriched in Strong
group_1355,1,0,11,7,1,Enriched in Strong
group_1354,1,0,11,7,1,Enriched in Strong
group_1353,1,0,11,7,1,Enriched in Strong
cynT_1,1,0,11,7,1,Enriched in Strong
group_1352,1,0,11,7,1,Enriched in Strong
group_1351,1,0,11,7,1,Enriched in Strong
leuD1_2,1,0,11,7,1,Enriched in Strong
pqiA_3,1,0,11,7,1,Enriched in Strong
rsmG,1,0,11,7,1,Enriched in Strong
group_1348,1,0,11,7,1,Enriched in Strong
group_1347,1,0,11,7,1,Enriched in Strong
can,1,0,11,7,1,Enriched in Strong
vraR,1,0,11,7,1,Enriched in Strong
nagL,1,0,11,7,1,Enriched in Strong
nadD,1,0,11,7,1,Enriched in Strong
group_1345,1,0,11,7,1,Enriched in Strong
vfr,1,0,11,7,1,Enriched in Strong
pyrE,1,0,11,7,1,Enriched in Strong
tolQ_4,1,0,11,7,1,Enriched in Strong
kdpC_2,1,0,11,7,1,Enriched in Strong
dhaL2,1,0,11,7,1,Enriched in Strong
nicS_2,1,0,11,7,1,Enriched in Strong
group_1341,1,0,11,7,1,Enriched in Strong
group_1340,1,0,11,7,1,Enriched in Strong
adk,1,0,11,7,1,Enriched in Strong
lipB,1,0,11,7,1,Enriched in Strong
queE,1,0,11,7,1,Enriched in Strong
mobA_1,1,0,11,7,1,Enriched in Strong
coq7,1,0,11,7,1,Enriched in Strong
group_1338,1,0,11,7,1,Enriched in Strong
group_1337,1,0,11,7,1,Enriched in Strong
group_1336,1,0,11,7,1,Enriched in Strong
group_1335,1,0,11,7,1,Enriched in Strong
gltF_6,1,0,11,7,1,Enriched in Strong
lnrK,1,0,11,7,1,Enriched in Strong
rlmE,1,0,11,7,1,Enriched in Strong
kynB,1,0,11,7,1,Enriched in Strong
purN_1,1,0,11,7,1,Enriched in Strong
yecS_1,1,0,11,7,1,Enriched in Strong
group_1333,1,0,11,7,1,Enriched in Strong
fliP_2,1,0,11,7,1,Enriched in Strong
spaP,1,0,11,7,1,Enriched in Strong
osmW,1,0,11,7,1,Enriched in Strong
group_1332,1,0,11,7,1,Enriched in Strong
chaC,1,0,11,7,1,Enriched in Strong
group_1331,1,0,11,7,1,Enriched in Strong
group_1330,1,0,11,7,1,Enriched in Strong
group_1326,1,0,11,7,1,Enriched in Strong
trmR,1,0,11,7,1,Enriched in Strong
algF,1,0,11,7,1,Enriched in Strong
estB_1,1,0,11,7,1,Enriched in Strong
group_1324,1,0,11,7,1,Enriched in Strong
dedA,1,0,11,7,1,Enriched in Strong
group_1323,1,0,11,7,1,Enriched in Strong
tpm,1,0,11,7,1,Enriched in Strong
group_1322,1,0,11,7,1,Enriched in Strong
group_1320,1,0,11,7,1,Enriched in Strong
pqiA_2,1,0,11,7,1,Enriched in Strong
scoB,1,0,11,7,1,Enriched in Strong
group_1319,1,0,11,7,1,Enriched in Strong
nanR_2,1,0,11,7,1,Enriched in Strong
degU,1,0,11,7,1,Enriched in Strong
mcbR,1,0,11,7,1,Enriched in Strong
group_1318,1,0,11,7,1,Enriched in Strong
group_1317,1,0,11,7,1,Enriched in Strong
dedD,1,0,11,7,1,Enriched in Strong
ppaX,1,0,11,7,1,Enriched in Strong
glnP_2,1,0,11,7,1,Enriched in Strong
glnP_1,1,0,11,7,1,Enriched in Strong
group_1314,1,0,11,7,1,Enriched in Strong
qseB_2,1,0,11,7,1,Enriched in Strong
metP_2,1,0,11,7,1,Enriched in Strong
metI,1,0,11,7,1,Enriched in Strong
qseB_4,1,0,11,7,1,Enriched in Strong
alkB,1,0,11,7,1,Enriched in Strong
rcsC_17,1,0,11,7,1,Enriched in Strong
hpcE_2,1,0,11,7,1,Enriched in Strong
nicS_1,1,0,11,7,1,Enriched in Strong
eda,1,0,11,7,1,Enriched in Strong
group_1312,1,0,11,7,1,Enriched in Strong
ycgM_1,1,0,11,7,1,Enriched in Strong
elbB,1,0,11,7,1,Enriched in Strong
group_1309,1,0,11,7,1,Enriched in Strong
scaC,1,0,11,7,1,Enriched in Strong
qseB_5,1,0,11,7,1,Enriched in Strong
group_1308,1,0,11,7,1,Enriched in Strong
group_1307,1,0,11,7,1,Enriched in Strong
group_1306,1,0,11,7,1,Enriched in Strong
ccmB,1,0,11,7,1,Enriched in Strong
creB,1,0,11,7,1,Enriched in Strong
yecS_2,1,0,11,7,1,Enriched in Strong
czcR_4,1,0,11,7,1,Enriched in Strong
group_1303,1,0,11,7,1,Enriched in Strong
group_1302,1,0,11,7,1,Enriched in Strong
yccA,1,0,11,7,1,Enriched in Strong
group_1301,1,0,11,7,1,Enriched in Strong
group_1300,1,0,11,7,1,Enriched in Strong
gltK,1,0,11,7,1,Enriched in Strong
rnt,1,0,11,7,1,Enriched in Strong
mupP_1,1,0,11,7,1,Enriched in Strong
tctD,1,0,11,7,1,Enriched in Strong
ftsE,1,0,11,7,1,Enriched in Strong
group_1299,1,0,11,7,1,Enriched in Strong
rpiA,1,0,11,7,1,Enriched in Strong
group_1298,1,0,11,7,1,Enriched in Strong
group_1295,1,0,11,7,1,Enriched in Strong
czcR_3,1,0,11,7,1,Enriched in Strong
nuoB,1,0,11,7,1,Enriched in Strong
ais_2,1,0,11,7,1,Enriched in Strong
group_1293,1,0,11,7,1,Enriched in Strong
group_1292,1,0,11,7,1,Enriched in Strong
rpe,1,0,11,7,1,Enriched in Strong
group_1291,1,0,11,7,1,Enriched in Strong
phoP_2,1,0,11,7,1,Enriched in Strong
czcR_5,1,0,11,7,1,Enriched in Strong
hxpA,1,0,11,7,1,Enriched in Strong
group_1288,1,0,11,7,1,Enriched in Strong
group_1286,1,0,11,7,1,Enriched in Strong
group_1285,1,0,11,7,1,Enriched in Strong
fetA,1,0,11,7,1,Enriched in Strong
ribE,1,0,11,7,1,Enriched in Strong
queC_1,1,0,11,7,1,Enriched in Strong
cpxR,1,0,11,7,1,Enriched in Strong
group_1284,1,0,11,7,1,Enriched in Strong
murU,1,0,11,7,1,Enriched in Strong
group_1283,1,0,11,7,1,Enriched in Strong
mip,1,0,11,7,1,Enriched in Strong
aat,1,0,11,7,1,Enriched in Strong
inhA,1,0,11,7,1,Enriched in Strong
group_1280,1,0,11,7,1,Enriched in Strong
modB,1,0,11,7,1,Enriched in Strong
group_1279,1,0,11,7,1,Enriched in Strong
copR,1,0,11,7,1,Enriched in Strong
bioD1,1,0,11,7,1,Enriched in Strong
cusR,1,0,11,7,1,Enriched in Strong
deoC1,1,0,11,7,1,Enriched in Strong
group_1276,1,0,11,7,1,Enriched in Strong
group_1275,1,0,11,7,1,Enriched in Strong
czcR_1,1,0,11,7,1,Enriched in Strong
group_1274,1,0,11,7,1,Enriched in Strong
lolD_2,1,0,11,7,1,Enriched in Strong
group_1273,1,0,11,7,1,Enriched in Strong
arsH,1,0,11,7,1,Enriched in Strong
lpfB_2,1,0,11,7,1,Enriched in Strong
tsaB,1,0,11,7,1,Enriched in Strong
rpsC,1,0,11,7,1,Enriched in Strong
yohK_1,1,0,11,7,1,Enriched in Strong
speE_1,1,0,11,7,1,Enriched in Strong
dns,1,0,11,7,1,Enriched in Strong
hisQ_2,1,0,11,7,1,Enriched in Strong
group_1263,1,0,11,7,1,Enriched in Strong
livF_4,1,0,11,7,1,Enriched in Strong
recO,1,0,11,7,1,Enriched in Strong
group_1262,1,0,11,7,1,Enriched in Strong
kdpE_1,1,0,11,7,1,Enriched in Strong
group_1261,1,0,11,7,1,Enriched in Strong
cmk,1,0,11,7,1,Enriched in Strong
mlaA,1,0,11,7,1,Enriched in Strong
group_1260,1,0,11,7,1,Enriched in Strong
group_1259,1,0,11,7,1,Enriched in Strong
phoB,1,0,11,7,1,Enriched in Strong
kdpE_2,1,0,11,7,1,Enriched in Strong
ygeA,1,0,11,7,1,Enriched in Strong
